Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
42,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,4,3,8,2,1,2,false
28,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,3,6,2,2,2,false
38,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,2,3,2,1,0,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,1,3,8,2,2,2,false
33,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,2,80,2,1,2,3,5,2,2,2,true
21,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,2,80,2,4,3,4,2,2,2,2,false
25,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,4,2,2,2,2,2,false
58,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,4,3,2,2,2,2,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,2,2,9,2,2,2,false
23,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,4,4,3,4,2,2,2,false
21,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,3,3,2,2,2,false
39,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,2,3,7,2,2,2,false
29,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,1,2,4,4,2,2,2,true
40,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,3,4,3,8,2,2,2,false
38,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,4,3,3,6,3,2,1,false
35,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,2,4,2,5,3,2,1,false
43,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,2,4,3,18,3,2,1,false
38,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,2,3,19,3,2,2,false
30,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,4,3,8,3,2,2,false
33,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,1,4,4,3,1,0,false
34,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,4,3,9,3,2,1,false
33,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,4,3,7,3,2,1,false
37,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,3,1,2,17,3,1,0,false
42,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,4,80,1,4,3,3,10,3,2,0,false
21,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,4,1,4,3,3,2,1,false
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,1,80,4,1,4,2,5,3,2,2,true
29,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,4,3,6,3,2,1,false
26,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,2,1,3,3,2,0,false
23,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,4,80,1,1,1,4,5,3,2,0,false
33,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,3,2,3,6,3,2,0,false
31,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,3,1,3,4,3,2,1,true
33,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,1,3,5,3,2,0,false
26,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,1,2,3,6,3,2,1,true
28,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,3,4,3,3,3,1,0,false
45,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,1,3,2,7,3,2,0,false
29,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,1,3,3,3,2,1,false
35,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,3,4,3,4,3,2,2,false
28,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,2,2,5,3,2,1,false
56,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,1,4,4,5,3,2,1,false
40,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,3,4,8,3,1,1,false
32,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,2,4,3,6,3,2,0,false
27,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,2,1,3,5,3,2,0,false
43,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,3,2,7,3,2,1,false
28,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,3,3,3,3,3,2,1,false
22,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,4,4,4,3,2,1,false
34,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,2,3,3,8,4,2,1,true
31,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,3,3,3,7,4,2,0,false
22,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,4,80,2,4,1,2,4,4,2,2,false
29,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,3,3,2,4,4,3,0,true
37,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,3,2,4,4,2,1,false
27,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,3,2,2,4,4,3,1,false
54,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,4,2,20,4,3,0,false
23,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,2,4,4,2,0,false
27,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,1,4,3,5,4,2,1,false
40,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,4,4,2,5,4,2,2,false
52,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,1,3,5,4,3,1,false
34,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,2,3,3,10,4,2,1,false
25,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,4,80,1,1,3,2,6,4,3,0,false
49,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,3,2,3,7,4,2,0,false
27,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,4,3,3,4,4,2,2,false
40,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,3,6,4,2,0,false
38,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,4,4,3,4,4,2,0,false
26,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,1,4,3,5,4,3,1,false
34,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,3,3,10,4,3,1,false
41,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,3,2,1,2,7,4,2,0,false
22,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,2,2,2,4,4,2,1,false
27,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,3,2,6,4,2,1,false
55,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,1,4,3,8,4,2,1,false
32,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,3,1,1,3,8,4,1,0,true
31,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,3,4,4,4,4,2,2,false
54,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,3,2,9,4,3,2,false
42,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,4,3,2,9,4,3,1,false
44,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,3,3,6,4,3,1,false
32,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,4,3,4,4,2,1,false
35,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,1,80,4,3,4,3,4,4,3,1,false
31,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,4,2,5,5,2,4,false
43,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,4,4,2,6,5,3,1,false
29,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,3,4,3,6,5,4,0,false
56,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,2,1,3,7,5,4,4,true
26,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,3,2,5,5,4,4,false
30,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,3,2,5,5,4,0,false
28,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,1,5,5,2,0,false
32,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,1,3,8,5,4,1,false
27,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,3,4,2,6,5,2,1,false
43,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,4,4,4,7,5,4,2,false
34,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,4,4,5,5,3,2,false
30,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,4,3,3,8,5,2,0,true
28,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,4,2,5,5,2,0,false
28,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,4,3,5,5,3,0,false
31,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,3,3,3,6,5,2,0,false
42,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,2,3,19,5,4,0,false
27,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,3,2,6,5,3,0,false
37,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,4,2,2,6,5,3,4,false
34,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,3,3,6,5,2,1,false
30,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,2,2,2,10,5,4,0,false
32,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,3,3,3,2,9,5,3,1,false
30,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,1,2,3,7,5,2,0,true
26,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,3,3,5,5,3,1,false
56,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,2,3,18,5,4,0,false
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,1,1,1,6,5,3,0,false
29,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,1,80,4,2,1,2,6,5,4,1,false
27,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,2,3,5,5,3,0,false
39,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,3,1,3,6,5,2,0,true
34,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,3,3,5,5,4,0,false
44,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,3,2,6,5,2,1,false
45,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,4,3,8,5,4,0,false
35,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,1,3,4,6,5,4,1,false
24,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,3,4,3,5,5,3,0,false
32,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,1,2,10,5,2,1,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,4,4,1,3,6,5,0,1,false
44,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,3,3,2,6,5,3,2,true
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,4,5,5,3,0,false
55,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,2,2,4,19,5,2,0,false
37,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Employee Lifecycle Services Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,4,3,3,16,5,3,0,false
34,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,1,80,1,4,2,3,5,5,2,3,true
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,2,3,2,6,5,3,1,false
38,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,4,4,10,5,2,0,false
28,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,3,2,5,5,3,1,false
41,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,1,3,12,5,3,1,false
40,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,3,20,5,3,0,false
